"An exception occurred while parsing and/or rendering the Magewire component.","An exception occurred while parsing and/or rendering the Magewire component."
"An exception occurred while parsing and/or rendering the Magewire component associated with a block named: %1s.","An exception occurred while parsing and/or rendering the Magewire component associated with a block named: %1s."
